;Retailer;Retailer ID;Invoice Date;Region;State;City;Product;Price per Unit;Units Sold;Total Sales;Operating Profit;Operating Margin;Sales Method
;Sports Direct;1197831;8/26/21;South;Alabama;Birmingham;Men's Athletic Footwear;R$16,00 ;218;R$3.488 ;R$1.709 ;49%;Outlet
;Sports Direct;1197831;8/27/21;South;Alabama;Birmingham;Women's Street Footwear;R$11,00 ;190;R$2.090 ;R$1.087 ;52%;Outlet
;Sports Direct;1197831;8/28/21;South;Alabama;Birmingham;Women's Athletic Footwear;R$26,00 ;165;R$4.290 ;R$2.617 ;61%;Outlet
;Sports Direct;1197831;8/29/21;South;Alabama;Birmingham;Men's Apparel;R$39,00 ;132;R$5.148 ;R$2.162 ;42%;Outlet
;Sports Direct;1197831;8/30/21;South;Alabama;Birmingham;Women's Apparel;R$36,00 ;263;R$9.468 ;R$6.249 ;66%;Outlet
;Sports Direct;1197831;8/31/21;South;Alabama;Birmingham;Men's Street Footwear;R$30,00 ;225;R$6.750 ;R$3.240 ;48%;Outlet
;Sports Direct;1197831;9/1/21;South;Alabama;Birmingham;Men's Athletic Footwear;R$35,00 ;233;R$8.155 ;R$3.833 ;47%;Outlet
;Sports Direct;1197831;9/2/21;South;Alabama;Birmingham;Women's Street Footwear;R$35,00 ;228;R$7.980 ;R$4.070 ;51%;Outlet
;Sports Direct;1197831;9/3/21;South;Alabama;Birmingham;Women's Athletic Footwear;R$31,00 ;210;R$6.510 ;R$3.906 ;60%;Outlet
;Sports Direct;1197831;9/4/21;South;Alabama;Birmingham;Men's Apparel;R$38,00 ;165;R$6.270 ;R$2.947 ;47%;Outlet
;Sports Direct;1197831;9/5/21;South;Alabama;Birmingham;Women's Apparel;R$36,00 ;280;R$10.080 ;R$6.451 ;64%;Outlet
;Sports Direct;1197831;9/6/21;South;Alabama;Birmingham;Men's Street Footwear;R$31,00 ;256;R$7.936 ;R$4.206 ;53%;Outlet
;Sports Direct;1197831;9/7/21;South;Alabama;Birmingham;Men's Athletic Footwear;R$37,00 ;264;R$9.768 ;R$5.372 ;55%;Outlet
;Sports Direct;1197831;9/8/21;South;Alabama;Birmingham;Women's Street Footwear;R$31,00 ;322;R$9.982 ;R$5.590 ;56%;Outlet
;Sports Direct;1197831;9/9/21;South;Alabama;Birmingham;Women's Athletic Footwear;R$36,00 ;196;R$7.056 ;R$4.728 ;67%;Outlet
;Sports Direct;1197831;9/10/21;South;Alabama;Birmingham;Men's Apparel;R$35,00 ;179;R$6.265 ;R$3.258 ;52%;Outlet
;Sports Direct;1197831;9/11/21;South;Alabama;Birmingham;Women's Apparel;R$47,00 ;280;R$13.160 ;R$9.212 ;70%;Outlet
;Sports Direct;1197831;9/12/21;South;Alabama;Birmingham;Men's Street Footwear;R$27,00 ;233;R$6.291 ;R$3.460 ;55%;Outlet
;Sports Direct;1197831;9/13/21;South;Alabama;Birmingham;Men's Athletic Footwear;R$39,00 ;233;R$9.087 ;R$4.907 ;54%;Outlet
;Sports Direct;1197831;9/14/21;South;Alabama;Birmingham;Women's Street Footwear;R$36,00 ;278;R$10.008 ;R$5.304 ;53%;Outlet
;Sports Direct;1197831;9/15/21;South;Alabama;Birmingham;Women's Athletic Footwear;R$37,00 ;140;R$5.180 ;R$3.315 ;64%;Outlet
;Sports Direct;1197831;9/16/21;South;Alabama;Birmingham;Men's Apparel;R$42,00 ;140;R$5.880 ;R$2.940 ;50%;Outlet
;Sports Direct;1197831;9/17/21;South;Alabama;Birmingham;Women's Apparel;R$39,00 ;203;R$7.917 ;R$5.621 ;71%;Outlet
;Sports Direct;1197831;9/18/21;South;Alabama;Birmingham;Men's Street Footwear;R$38,00 ;206;R$7.828 ;R$4.305 ;55%;Outlet
;Sports Direct;1197831;9/19/21;South;Alabama;Birmingham;Men's Athletic Footwear;R$36,00 ;173;R$6.228 ;R$3.425 ;55%;Outlet
;Sports Direct;1197831;9/20/21;South;Alabama;Birmingham;Women's Street Footwear;R$47,00 ;213;R$10.011 ;R$5.606 ;56%;Outlet
;Sports Direct;1197831;9/21/21;South;Alabama;Birmingham;Women's Athletic Footwear;R$44,00 ;105;R$4.620 ;R$3.049 ;66%;Outlet
;Sports Direct;1197831;9/22/21;South;Alabama;Birmingham;Men's Apparel;R$35,00 ;116;R$4.060 ;R$1.949 ;48%;Outlet
;Sports Direct;1197831;9/23/21;South;Alabama;Birmingham;Women's Apparel;R$26,00 ;190;R$4.940 ;R$3.557 ;72%;Outlet
;Sports Direct;1197831;9/24/21;South;Alabama;Birmingham;Men's Street Footwear;R$20,00 ;184;R$3.680 ;R$1.914 ;52%;Outlet
;Sports Direct;1197831;9/25/21;South;Alabama;Birmingham;Men's Athletic Footwear;R$23,00 ;173;R$3.979 ;R$2.188 ;55%;Outlet
;Sports Direct;1197831;9/26/21;South;Alabama;Birmingham;Women's Street Footwear;R$24,00 ;166;R$3.984 ;R$2.151 ;54%;Outlet
;Sports Direct;1197831;9/27/21;South;Alabama;Birmingham;Women's Athletic Footwear;R$26,00 ;98;R$2.548 ;R$1.707 ;67%;Outlet
;Sports Direct;1197831;9/28/21;South;Alabama;Birmingham;Men's Apparel;R$22,00 ;105;R$2.310 ;R$1.132 ;49%;Outlet
;Sports Direct;1197831;9/29/21;South;Alabama;Birmingham;Women's Apparel;R$26,00 ;147;R$3.822 ;R$2.752 ;72%;Outlet
;Sports Direct;1197831;9/30/21;South;Alabama;Birmingham;Men's Street Footwear;R$14,00 ;188;R$2.632 ;R$1.500 ;57%;Outlet
;Sports Direct;1197831;10/1/21;South;Alabama;Birmingham;Men's Athletic Footwear;R$14,00 ;200;R$2.800 ;R$1.456 ;52%;Outlet
;Sports Direct;1197831;10/2/21;South;Alabama;Birmingham;Women's Street Footwear;R$33,00 ;196;R$6.468 ;R$3.557 ;55%;Outlet
;Sports Direct;1197831;10/3/21;South;Alabama;Birmingham;Women's Athletic Footwear;R$36,00 ;135;R$4.860 ;R$3.256 ;67%;Outlet
;Sports Direct;1197831;10/4/21;South;Alabama;Birmingham;Men's Apparel;R$37,00 ;149;R$5.513 ;R$2.646 ;48%;Outlet
;Sports Direct;1197831;10/5/21;South;Alabama;Birmingham;Women's Apparel;R$45,00 ;188;R$8.460 ;R$5.837 ;69%;Outlet
;Sports Direct;1197831;10/6/21;South;Alabama;Birmingham;Men's Street Footwear;R$46,00 ;240;R$11.040 ;R$6.182 ;56%;Outlet
;Sports Direct;1197831;10/7/21;South;Alabama;Birmingham;Men's Athletic Footwear;R$40,00 ;248;R$9.920 ;R$5.258 ;53%;Outlet
;Sports Direct;1197831;10/8/21;South;Alabama;Birmingham;Women's Street Footwear;R$47,00 ;217;R$10.199 ;R$5.507 ;54%;Outlet
;Sports Direct;1197831;10/9/21;South;Alabama;Birmingham;Women's Athletic Footwear;R$52,00 ;193;R$10.036 ;R$6.323 ;63%;Outlet
;Sports Direct;1197831;10/10/21;South;Alabama;Birmingham;Men's Apparel;R$40,00 ;155;R$6.200 ;R$2.914 ;47%;Outlet
;Sports Direct;1197831;10/11/21;South;Alabama;Birmingham;Women's Apparel;R$56,00 ;225;R$12.600 ;R$9.072 ;72%;Outlet
;Amazon;1185732;10/12/21;South;Alabama;Birmingham;Men's Street Footwear;R$27,00 ;140;R$3.780 ;R$1.474 ;39%;Outlet
;Amazon;1185732;10/13/21;South;Alabama;Birmingham;Men's Athletic Footwear;R$30,00 ;88;R$2.640 ;R$1.082 ;41%;Outlet
;Amazon;1185732;10/14/21;South;Alabama;Birmingham;Women's Street Footwear;R$23,00 ;83;R$1.909 ;R$802 ;42%;Outlet
;Amazon;1185732;10/15/21;South;Alabama;Birmingham;Women's Athletic Footwear;R$25,00 ;30;R$750 ;R$248 ;33%;Outlet
;Sports Direct;1128299;2/17/21;Southeast;Florida;Orlando;Women's Athletic Footwear;R$36,00 ;94;R$3.384 ;R$1.252 ;37%;Outlet
;Sports Direct;1128299;2/17/21;Southeast;Florida;Orlando;Men's Apparel;R$44,00 ;62;R$2.728 ;R$655 ;24%;Outlet
;Sports Direct;1128299;2/17/21;Southeast;Florida;Orlando;Women's Apparel;R$33,00 ;124;R$4.092 ;R$2.087 ;51%;Outlet
;Sports Direct;1128299;3/16/21;Southeast;Florida;Orlando;Men's Street Footwear;R$35,00 ;171;R$5.985 ;R$2.035 ;34%;Outlet
;Sports Direct;1128299;3/16/21;Southeast;Florida;Orlando;Men's Athletic Footwear;R$44,00 ;124;R$5.456 ;R$1.691 ;31%;Outlet
;Sports Direct;1128299;3/16/21;Southeast;Florida;Orlando;Women's Street Footwear;R$47,00 ;149;R$7.003 ;R$2.241 ;32%;Outlet
;Sports Direct;1128299;3/16/21;Southeast;Florida;Orlando;Women's Athletic Footwear;R$42,00 ;114;R$4.788 ;R$1.676 ;35%;Outlet
;Sports Direct;1128299;3/16/21;Southeast;Florida;Orlando;Men's Apparel;R$44,00 ;60;R$2.640 ;R$686 ;26%;Outlet
;Sports Direct;1128299;3/16/21;Southeast;Florida;Orlando;Women's Apparel;R$48,00 ;131;R$6.288 ;R$2.955 ;47%;Outlet
;Walmart;1128299;4/17/21;Southeast;Florida;Orlando;Men's Street Footwear;R$47,00 ;171;R$8.037 ;R$2.893 ;36%;Outlet
;Walmart;1128299;4/17/21;Southeast;Florida;Orlando;Men's Athletic Footwear;R$51,00 ;105;R$5.355 ;R$1.446 ;27%;Outlet
;Walmart;1128299;4/17/21;Southeast;Florida;Orlando;Women's Street Footwear;R$49,00 ;132;R$6.468 ;R$2.199 ;34%;Outlet
;Walmart;1128299;4/17/21;Southeast;Florida;Orlando;Women's Athletic Footwear;R$41,00 ;90;R$3.690 ;R$1.292 ;35%;Outlet
;Walmart;1128299;4/17/21;Southeast;Florida;Orlando;Men's Apparel;R$47,00 ;60;R$2.820 ;R$620 ;22%;Outlet
;Walmart;1128299;4/17/21;Southeast;Florida;Orlando;Women's Apparel;R$57,00 ;113;R$6.441 ;R$3.221 ;50%;Outlet
;Walmart;1128299;5/18/21;Southeast;Florida;Orlando;Men's Street Footwear;R$44,00 ;201;R$8.844 ;R$2.919 ;33%;Outlet
;Walmart;1128299;5/18/21;Southeast;Florida;Orlando;Men's Athletic Footwear;R$46,00 ;132;R$6.072 ;R$1.700 ;28%;Outlet
;Walmart;1128299;5/18/21;Southeast;Florida;Orlando;Women's Street Footwear;R$46,00 ;132;R$6.072 ;R$2.186 ;36%;Outlet
;Walmart;1128299;5/18/21;Southeast;Florida;Orlando;Women's Athletic Footwear;R$39,00 ;107;R$4.173 ;R$1.419 ;34%;Outlet
;Walmart;1128299;5/18/21;Southeast;Florida;Orlando;Men's Apparel;R$42,00 ;68;R$2.856 ;R$714 ;25%;Outlet
;Walmart;1128299;5/18/21;Southeast;Florida;Orlando;Women's Apparel;R$48,00 ;173;R$8.304 ;R$3.903 ;47%;Outlet
;Walmart;1128299;6/17/21;Southeast;Florida;Orlando;Men's Street Footwear;R$50,00 ;272;R$13.600 ;R$4.352 ;32%;Outlet
;Walmart;1128299;6/17/21;Southeast;Florida;Orlando;Men's Athletic Footwear;R$53,00 ;224;R$11.872 ;R$3.443 ;29%;Outlet
;Walmart;1128299;6/17/21;Southeast;Florida;Orlando;Women's Street Footwear;R$60,00 ;238;R$14.280 ;R$4.712 ;33%;Outlet
;Walmart;1128299;6/17/21;Southeast;Florida;Orlando;Women's Athletic Footwear;R$66,00 ;196;R$12.936 ;R$4.786 ;37%;Outlet
;Walmart;1128299;6/17/21;Southeast;Florida;Orlando;Men's Apparel;R$71,00 ;153;R$10.863 ;R$2.390 ;22%;Outlet
;Walmart;1128299;6/17/21;Southeast;Florida;Orlando;Women's Apparel;R$74,00 ;248;R$18.352 ;R$8.625 ;47%;Outlet
;Walmart;1128299;7/16/21;Southeast;Florida;Orlando;Men's Street Footwear;R$68,00 ;297;R$20.196 ;R$7.473 ;37%;Outlet
;Walmart;1128299;7/16/21;Southeast;Florida;Orlando;Men's Athletic Footwear;R$74,00 ;263;R$19.462 ;R$5.449 ;28%;Outlet
;Walmart;1128299;7/16/21;Southeast;Florida;Orlando;Women's Street Footwear;R$72,00 ;238;R$17.136 ;R$5.826 ;34%;Outlet
;Walmart;1128299;7/16/21;Southeast;Florida;Orlando;Women's Athletic Footwear;R$59,00 ;186;R$10.974 ;R$3.621 ;33%;Outlet
;Walmart;1128299;7/16/21;Southeast;Florida;Orlando;Men's Apparel;R$68,00 ;208;R$14.144 ;R$3.112 ;22%;Outlet
;Walmart;1128299;7/16/21;Southeast;Florida;Orlando;Women's Apparel;R$75,00 ;195;R$14.625 ;R$6.874 ;47%;Outlet
;Walmart;1128299;8/17/21;Southeast;Florida;Orlando;Men's Street Footwear;R$68,00 ;255;R$17.340 ;R$6.242 ;36%;Outlet
;Walmart;1128299;8/17/21;Southeast;Florida;Orlando;Men's Athletic Footwear;R$60,00 ;272;R$16.320 ;R$4.406 ;27%;Outlet
;Walmart;1128299;8/17/21;Southeast;Florida;Orlando;Women's Street Footwear;R$62,00 ;231;R$14.322 ;R$4.726 ;33%;Outlet
;Walmart;1128299;8/17/21;Southeast;Florida;Orlando;Women's Athletic Footwear;R$64,00 ;147;R$9.408 ;R$3.105 ;33%;Outlet
;Walmart;1128299;8/17/21;Southeast;Florida;Orlando;Men's Apparel;R$63,00 ;166;R$10.458 ;R$2.510 ;24%;Outlet
;Walmart;1128299;8/17/21;Southeast;Florida;Orlando;Women's Apparel;R$60,00 ;96;R$5.760 ;R$2.822 ;49%;Outlet
;Walmart;1128299;9/18/21;Southeast;Florida;Orlando;Men's Street Footwear;R$44,00 ;155;R$6.820 ;R$2.523 ;37%;Outlet
;Walmart;1128299;9/18/21;Southeast;Florida;Orlando;Men's Athletic Footwear;R$45,00 ;150;R$6.750 ;R$2.093 ;31%;Outlet
;Walmart;1128299;9/18/21;Southeast;Florida;Orlando;Women's Street Footwear;R$39,00 ;96;R$3.744 ;R$1.236 ;33%;Outlet
;Walmart;1128299;9/18/21;Southeast;Florida;Orlando;Women's Athletic Footwear;R$44,00 ;78;R$3.432 ;R$1.270 ;37%;Outlet
;Walmart;1128299;9/18/21;Southeast;Florida;Orlando;Men's Apparel;R$54,00 ;94;R$5.076 ;R$1.167 ;23%;Outlet
;Walmart;1128299;9/18/21;Southeast;Florida;Orlando;Women's Apparel;R$42,00 ;99;R$4.158 ;R$2.037 ;49%;Outlet
;Walmart;1128299;10/17/21;Southeast;Florida;Orlando;Men's Street Footwear;R$39,00 ;140;R$5.460 ;R$2.020 ;37%;Outlet
;Walmart;1128299;10/17/21;Southeast;Florida;Orlando;Men's Athletic Footwear;R$43,00 ;190;R$8.170 ;R$2.369 ;29%;Outlet
;Walmart;1128299;10/17/21;Southeast;Florida;Orlando;Women's Street Footwear;R$43,00 ;128;R$5.504 ;R$1.871 ;34%;Outlet
;Walmart;1128299;10/17/21;Southeast;Florida;Orlando;Women's Athletic Footwear;R$40,00 ;120;R$4.800 ;R$1.680 ;35%;Outlet
;Walmart;1128299;10/17/21;Southeast;Florida;Orlando;Men's Apparel;R$47,00 ;116;R$5.452 ;R$1.199 ;22%;Outlet
;Walmart;1128299;10/17/21;Southeast;Florida;Orlando;Women's Apparel;R$53,00 ;140;R$7.420 ;R$3.858 ;52%;Outlet
;Walmart;1128299;11/17/21;Southeast;Florida;Orlando;Men's Street Footwear;R$41,00 ;188;R$7.708 ;R$2.621 ;34%;Outlet
;Walmart;1128299;11/17/21;Southeast;Florida;Orlando;Men's Athletic Footwear;R$46,00 ;231;R$10.626 ;R$3.400 ;32%;Outlet
;Walmart;1128299;11/17/21;Southeast;Florida;Orlando;Women's Street Footwear;R$44,00 ;173;R$7.612 ;R$2.816 ;37%;Outlet
;Walmart;1128299;11/17/21;Southeast;Florida;Orlando;Women's Athletic Footwear;R$47,00 ;170;R$7.990 ;R$2.717 ;34%;Outlet
;Walmart;1128299;11/17/21;Southeast;Florida;Orlando;Men's Apparel;R$58,00 ;147;R$8.526 ;R$2.302 ;27%;Outlet
;Walmart;1128299;11/17/21;Southeast;Florida;Orlando;Women's Apparel;R$66,00 ;198;R$13.068 ;R$6.534 ;50%;Outlet
;Walmart;1128299;12/16/21;Southeast;Florida;Orlando;Men's Street Footwear;R$58,00 ;280;R$16.240 ;R$5.846 ;36%;Outlet
;Walmart;1128299;12/16/21;Southeast;Florida;Orlando;Men's Athletic Footwear;R$55,00 ;256;R$14.080 ;R$4.365 ;31%;Outlet
;West Gear;1128299;12/16/21;Southeast;Florida;Orlando;Women's Street Footwear;R$64,00 ;204;R$13.056 ;R$4.308 ;33%;Outlet
;West Gear;1128299;12/16/21;Southeast;Florida;Orlando;Women's Athletic Footwear;R$58,00 ;204;R$11.832 ;R$4.023 ;34%;Outlet
;West Gear;1128299;12/16/21;Southeast;Florida;Orlando;Men's Apparel;R$64,00 ;179;R$11.456 ;R$2.979 ;26%;Outlet
;West Gear;1128299;12/16/21;Southeast;Florida;Orlando;Women's Apparel;R$64,00 ;200;R$12.800 ;R$6.144 ;48%;Outlet
;West Gear;1185732;1/12/21;Southeast;Florida;Orlando;Men's Street Footwear;R$30,00 ;272;R$8.160 ;R$4.162 ;51%;Outlet
;West Gear;1185732;1/12/21;Southeast;Florida;Orlando;Men's Athletic Footwear;R$36,00 ;221;R$7.956 ;R$3.182 ;40%;Outlet
;West Gear;1185732;1/12/21;Southeast;Florida;Orlando;Women's Street Footwear;R$26,00 ;202;R$5.252 ;R$1.523 ;29%;Outlet
;West Gear;1185732;1/12/21;Southeast;Florida;Orlando;Women's Athletic Footwear;R$30,00 ;170;R$5.100 ;R$1.887 ;37%;Outlet
;West Gear;1185732;1/12/21;Southeast;Florida;Orlando;Men's Apparel;R$36,00 ;193;R$6.948 ;R$2.849 ;41%;Outlet
;West Gear;1185732;1/12/21;Southeast;Florida;Orlando;Women's Apparel;R$35,00 ;221;R$7.735 ;R$4.254 ;55%;Outlet
;West Gear;1185732;2/10/21;Southeast;Florida;Orlando;Men's Street Footwear;R$36,00 ;288;R$10.368 ;R$4.873 ;47%;Outlet
;West Gear;1185732;2/10/21;Southeast;Florida;Orlando;Men's Athletic Footwear;R$31,00 ;165;R$5.115 ;R$2.097 ;41%;Outlet
;West Gear;1185732;2/10/21;Southeast;Florida;Orlando;Women's Street Footwear;R$23,00 ;204;R$4.692 ;R$1.501 ;32%;Outlet
;Foot Locker;1128299;2/24/21;Southeast;Virginia;Richmond;Women's Athletic Footwear;R$28,00 ;64;R$1.792 ;R$735 ;41%;Outlet
;Foot Locker;1128299;2/24/21;Southeast;Virginia;Richmond;Men's Apparel;R$29,00 ;39;R$1.131 ;R$509 ;45%;Outlet
;Foot Locker;1128299;2/24/21;Southeast;Virginia;Richmond;Women's Apparel;R$30,00 ;107;R$3.210 ;R$1.156 ;36%;Outlet
;Foot Locker;1128299;3/23/21;Southeast;Virginia;Richmond;Men's Street Footwear;R$30,00 ;162;R$4.860 ;R$1.847 ;38%;Outlet
;Foot Locker;1128299;3/23/21;Southeast;Virginia;Richmond;Men's Athletic Footwear;R$35,00 ;98;R$3.430 ;R$1.406 ;41%;Outlet
;Foot Locker;1128299;3/23/21;Southeast;Virginia;Richmond;Women's Street Footwear;R$43,00 ;112;R$4.816 ;R$1.975 ;41%;Outlet
;Foot Locker;1128299;3/23/21;Southeast;Virginia;Richmond;Women's Athletic Footwear;R$38,00 ;78;R$2.964 ;R$1.156 ;39%;Outlet
;Foot Locker;1128299;3/23/21;Southeast;Virginia;Richmond;Men's Apparel;R$43,00 ;33;R$1.419 ;R$596 ;42%;Outlet
;Foot Locker;1128299;3/23/21;Southeast;Virginia;Richmond;Women's Apparel;R$35,00 ;102;R$3.570 ;R$1.285 ;36%;Outlet
;Foot Locker;1128299;4/24/21;Southeast;Virginia;Richmond;Men's Street Footwear;R$38,00 ;147;R$5.586 ;R$2.067 ;37%;Outlet
;Foot Locker;1128299;4/24/21;Southeast;Virginia;Richmond;Men's Athletic Footwear;R$44,00 ;85;R$3.740 ;R$1.533 ;41%;Outlet
;Foot Locker;1128299;4/24/21;Southeast;Virginia;Richmond;Women's Street Footwear;R$41,00 ;114;R$4.674 ;R$1.729 ;37%;Outlet
;Foot Locker;1128299;4/24/21;Southeast;Virginia;Richmond;Women's Athletic Footwear;R$32,00 ;68;R$2.176 ;R$914 ;42%;Outlet
;Foot Locker;1128299;4/24/21;Southeast;Virginia;Richmond;Men's Apparel;R$40,00 ;40;R$1.600 ;R$672 ;42%;Outlet
;Foot Locker;1128299;4/24/21;Southeast;Virginia;Richmond;Women's Apparel;R$47,00 ;90;R$4.230 ;R$1.523 ;36%;Outlet
;Foot Locker;1128299;5/25/21;Southeast;Virginia;Richmond;Men's Street Footwear;R$39,00 ;175;R$6.825 ;R$2.730 ;40%;Outlet
;Foot Locker;1128299;5/25/21;Southeast;Virginia;Richmond;Men's Athletic Footwear;R$40,00 ;105;R$4.200 ;R$1.722 ;41%;Outlet
;Foot Locker;1128299;5/25/21;Southeast;Virginia;Richmond;Women's Street Footwear;R$37,00 ;109;R$4.033 ;R$1.492 ;37%;Outlet
;Foot Locker;1128299;5/25/21;Southeast;Virginia;Richmond;Women's Athletic Footwear;R$33,00 ;85;R$2.805 ;R$1.066 ;38%;Outlet
;Foot Locker;1128299;5/25/21;Southeast;Virginia;Richmond;Men's Apparel;R$34,00 ;54;R$1.836 ;R$789 ;43%;Outlet
;Foot Locker;1128299;5/25/21;Southeast;Virginia;Richmond;Women's Apparel;R$44,00 ;168;R$7.392 ;R$2.587 ;35%;Outlet
;Foot Locker;1128299;6/24/21;Southeast;Virginia;Richmond;Men's Street Footwear;R$37,00 ;233;R$8.621 ;R$3.190 ;37%;Outlet
;Foot Locker;1128299;6/24/21;Southeast;Virginia;Richmond;Men's Athletic Footwear;R$45,00 ;221;R$9.945 ;R$4.077 ;41%;Outlet
;Foot Locker;1128299;6/24/21;Southeast;Virginia;Richmond;Women's Street Footwear;R$58,00 ;208;R$12.064 ;R$4.464 ;37%;Outlet
;Foot Locker;1128299;6/24/21;Southeast;Virginia;Richmond;Women's Athletic Footwear;R$61,00 ;184;R$11.224 ;R$4.602 ;41%;Outlet
;Foot Locker;1128299;6/24/21;Southeast;Virginia;Richmond;Men's Apparel;R$68,00 ;128;R$8.704 ;R$4.004 ;46%;Outlet
;Foot Locker;1128299;6/24/21;Southeast;Virginia;Richmond;Women's Apparel;R$82,00 ;231;R$18.942 ;R$7.009 ;37%;Outlet
;Foot Locker;1128299;7/23/21;Southeast;Virginia;Richmond;Men's Street Footwear;R$60,00 ;272;R$16.320 ;R$6.038 ;37%;Outlet
;Foot Locker;1128299;7/23/21;Southeast;Virginia;Richmond;Men's Athletic Footwear;R$60,00 ;224;R$13.440 ;R$5.107 ;38%;Outlet
;Foot Locker;1128299;7/23/21;Southeast;Virginia;Richmond;Women's Street Footwear;R$62,00 ;208;R$12.896 ;R$4.900 ;38%;Outlet
;Foot Locker;1128299;7/23/21;Southeast;Virginia;Richmond;Women's Athletic Footwear;R$65,00 ;187;R$12.155 ;R$5.105 ;42%;Outlet
;Foot Locker;1128299;7/23/21;Southeast;Virginia;Richmond;Men's Apparel;R$72,00 ;210;R$15.120 ;R$6.502 ;43%;Outlet
;Foot Locker;1128299;7/23/21;Southeast;Virginia;Richmond;Women's Apparel;R$82,00 ;186;R$15.252 ;R$5.033 ;33%;Outlet
;Foot Locker;1128299;8/24/21;Southeast;Virginia;Richmond;Men's Street Footwear;R$67,00 ;272;R$18.224 ;R$7.290 ;40%;Outlet
;Foot Locker;1128299;8/24/21;Southeast;Virginia;Richmond;Men's Athletic Footwear;R$53,00 ;240;R$12.720 ;R$5.342 ;42%;Outlet
;Foot Locker;1128299;8/24/21;Southeast;Virginia;Richmond;Women's Street Footwear;R$53,00 ;215;R$11.395 ;R$4.216 ;37%;Outlet
;Foot Locker;1128299;8/24/21;Southeast;Virginia;Richmond;Women's Athletic Footwear;R$52,00 ;136;R$7.072 ;R$2.758 ;39%;Outlet
;Foot Locker;1128299;8/24/21;Southeast;Virginia;Richmond;Men's Apparel;R$51,00 ;132;R$6.732 ;R$3.029 ;45%;Outlet
;Foot Locker;1128299;8/24/21;Southeast;Virginia;Richmond;Women's Apparel;R$55,00 ;80;R$4.400 ;R$1.496 ;34%;Outlet
;Foot Locker;1128299;9/25/21;Southeast;Virginia;Richmond;Men's Street Footwear;R$35,00 ;149;R$5.215 ;R$2.190 ;42%;Outlet
;Foot Locker;1128299;9/25/21;Southeast;Virginia;Richmond;Men's Athletic Footwear;R$43,00 ;153;R$6.579 ;R$2.566 ;39%;Outlet
;Foot Locker;1128299;9/25/21;Southeast;Virginia;Richmond;Women's Street Footwear;R$34,00 ;78;R$2.652 ;R$1.061 ;40%;Outlet
;Foot Locker;1128299;9/25/21;Southeast;Virginia;Richmond;Women's Athletic Footwear;R$37,00 ;70;R$2.590 ;R$1.036 ;40%;Outlet
;Foot Locker;1128299;9/25/21;Southeast;Virginia;Richmond;Men's Apparel;R$39,00 ;74;R$2.886 ;R$1.356 ;47%;Outlet
;Foot Locker;1128299;9/25/21;Southeast;Virginia;Richmond;Women's Apparel;R$33,00 ;83;R$2.739 ;R$986 ;36%;Outlet
;Foot Locker;1128299;10/24/21;Southeast;Virginia;Richmond;Men's Street Footwear;R$28,00 ;119;R$3.332 ;R$1.333 ;40%;Outlet
;Foot Locker;1128299;10/24/21;Southeast;Virginia;Richmond;Men's Athletic Footwear;R$39,00 ;173;R$6.747 ;R$2.564 ;38%;Outlet
;Foot Locker;1128299;10/24/21;Southeast;Virginia;Richmond;Women's Street Footwear;R$39,00 ;119;R$4.641 ;R$1.949 ;42%;Outlet
;Foot Locker;1128299;10/24/21;Southeast;Virginia;Richmond;Women's Athletic Footwear;R$31,00 ;101;R$3.131 ;R$1.158 ;37%;Outlet
;Foot Locker;1128299;10/24/21;Southeast;Virginia;Richmond;Men's Apparel;R$42,00 ;105;R$4.410 ;R$2.073 ;47%;Outlet
;Foot Locker;1128299;10/24/21;Southeast;Virginia;Richmond;Women's Apparel;R$40,00 ;109;R$4.360 ;R$1.395 ;32%;Outlet
;Foot Locker;1128299;11/24/21;Southeast;Virginia;Richmond;Men's Street Footwear;R$34,00 ;173;R$5.882 ;R$2.470 ;42%;Outlet
;Foot Locker;1128299;11/24/21;Southeast;Virginia;Richmond;Men's Athletic Footwear;R$34,00 ;221;R$7.514 ;R$2.780 ;37%;Outlet
;Foot Locker;1128299;11/24/21;Southeast;Virginia;Richmond;Women's Street Footwear;R$33,00 ;143;R$4.719 ;R$1.840 ;39%;Outlet
;Foot Locker;1128299;11/24/21;Southeast;Virginia;Richmond;Women's Athletic Footwear;R$36,00 ;144;R$5.184 ;R$2.022 ;39%;Outlet
;Foot Locker;1128299;11/24/21;Southeast;Virginia;Richmond;Men's Apparel;R$56,00 ;136;R$7.616 ;R$3.351 ;44%;Outlet
;Foot Locker;1128299;11/24/21;Southeast;Virginia;Richmond;Women's Apparel;R$60,00 ;176;R$10.560 ;R$3.485 ;33%;Outlet
;Foot Locker;1128299;12/23/21;Southeast;Virginia;Richmond;Men's Street Footwear;R$49,00 ;248;R$12.152 ;R$4.861 ;40%;Outlet
;Foot Locker;1128299;12/23/21;Southeast;Virginia;Richmond;Men's Athletic Footwear;R$54,00 ;225;R$12.150 ;R$4.982 ;41%;Outlet
;Sports Direct;1128299;12/23/21;Southeast;Virginia;Richmond;Women's Street Footwear;R$53,00 ;165;R$8.745 ;R$3.498 ;40%;Outlet
;Sports Direct;1128299;12/23/21;Southeast;Virginia;Richmond;Women's Athletic Footwear;R$51,00 ;176;R$8.976 ;R$3.501 ;39%;Outlet
;Sports Direct;1128299;12/23/21;Southeast;Virginia;Richmond;Men's Apparel;R$59,00 ;157;R$9.263 ;R$3.890 ;42%;Outlet
